District,Block,Month of Data Collection,Plantation Year,Tree Type,Tree species,Latitude,Longitude,GBH_cm,DBH_cm,Tree Height_foot,North South_Tree Crown Size_Foot,East West_Tree Crown Size_foot,Tree Crown_foot,tree_age_years,height_m,crown_m,_age_informative
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8729717,74.425255,20.0,6.369426752,5.5,5.5,5.5,5.5,3.92,1.6764000000000001,1.6764000000000001,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8729733,74.4252533,23.0,7.324840764,5.5,5.5,5.75,5.625,3.92,1.6764000000000001,1.7145000000000001,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8730421,74.4253785,25.0,7.961783439,6.5,6.5,5.5,6.0,3.92,1.9812,1.8288000000000002,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8730474,74.4253754,22.0,7.006369427,6.5,5.0,5.5,5.25,3.92,1.9812,1.6002,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8731664,74.4254232,20.0,6.369426752,5.5,5.5,5.0,5.25,3.92,1.6764000000000001,1.6002,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.87314,74.4254083,21.0,6.687898089,4.5,5.0,4.5,4.75,3.92,1.3716000000000002,1.4478,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8731467,74.4254083,20.0,6.369426752,5.0,5.5,4.5,5.0,3.92,1.524,1.524,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8731543,74.4254121,16.0,5.095541401,5.25,5.0,4.75,4.875,3.92,1.6002,1.4859,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8729719,74.4252211,17.0,5.414012739,4.5,3.0,4.0,3.5,3.92,1.3716000000000002,1.0668,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8729907,74.4252599,18.0,5.732484076,5.0,5.0,5.0,5.0,3.92,1.524,1.524,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.872979,74.425334,20.0,6.369426752,6.0,5.0,5.0,5.0,3.92,1.8288000000000002,1.524,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8729822,74.4252588,19.0,6.050955414,5.0,4.5,5.0,4.75,3.92,1.524,1.4478,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8729455,74.4252622,27.0,8.598726115,5.5,5.5,5.0,5.25,3.92,1.6764000000000001,1.6002,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8730802,74.4253436,20.0,6.369426752,6.0,5.0,5.0,5.0,3.92,1.8288000000000002,1.524,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8731427,74.4253769,23.0,7.324840764,6.0,5.0,5.0,5.0,3.92,1.8288000000000002,1.524,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.873145,74.425375,20.0,6.369426752,5.0,5.0,5.0,5.0,3.92,1.524,1.524,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8731739,74.4254763,20.0,6.369426752,4.75,4.5,5.0,4.75,3.92,1.4478,1.4478,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8731567,74.4253911,25.0,7.961783439,5.5,5.5,5.0,5.25,3.92,1.6764000000000001,1.6002,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8731533,74.4254083,21.0,6.687898089,5.5,5.0,5.5,5.25,3.92,1.6764000000000001,1.6002,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8732825,74.4255517,20.0,6.369426752,5.75,4.75,5.0,4.875,3.92,1.7526000000000002,1.4859,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8732767,74.4255583,21.0,6.687898089,5.5,5.5,5.5,5.5,3.92,1.6764000000000001,1.6764000000000001,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8732709,74.4247866,21.0,6.687898089,7.0,7.0,6.0,6.5,3.92,2.1336,1.9812,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8732733,74.42479,24.0,7.643312102,6.0,5.25,6.0,5.625,3.92,1.8288000000000002,1.7145000000000001,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.87327,74.42479,28.0,8.917197452,6.0,5.5,5.5,5.5,3.92,1.8288000000000002,1.6764000000000001,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.873245,74.4247717,22.0,7.006369427,6.0,6.0,6.25,6.125,3.92,1.8288000000000002,1.8669,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8734369,74.4248872,31.0,9.872611465,7.0,7.5,6.5,7.0,3.92,2.1336,2.1336,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8734367,74.42489,24.0,7.643312102,5.5,5.0,5.0,5.0,3.92,1.6764000000000001,1.524,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.873478,74.4249562,27.0,8.598726115,5.5,5.5,5.0,5.25,3.92,1.6764000000000001,1.6002,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.87348,74.4249554,25.0,7.961783439,6.0,5.5,6.0,5.75,3.92,1.8288000000000002,1.7526000000000002,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8735032,74.4249634,24.0,7.643312102,5.0,5.0,4.5,4.75,3.92,1.524,1.4478,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.873521,74.4249999,21.0,6.687898089,7.0,6.0,6.5,6.25,3.92,2.1336,1.905,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.873525,74.425005,22.0,7.006369427,5.5,5.5,5.25,5.375,3.92,1.6764000000000001,1.6383,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8735301,74.4249991,23.0,7.324840764,5.25,5.75,5.0,5.375,3.92,1.6002,1.6383,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8736012,74.4250699,26.0,8.280254777,6.0,6.0,5.75,5.875,3.92,1.8288000000000002,1.7907000000000002,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8737227,74.4251585,26.0,8.280254777,7.0,5.5,5.0,5.25,3.92,2.1336,1.6002,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8737589,74.4251312,22.0,7.006369427,6.5,6.0,5.75,5.875,3.92,1.9812,1.7907000000000002,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8737617,74.4251467,23.0,7.324840764,6.0,5.5,5.5,5.5,3.92,1.8288000000000002,1.6764000000000001,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8737452,74.42508,26.0,8.280254777,6.0,6.0,5.5,5.75,3.92,1.8288000000000002,1.7526000000000002,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.873893,74.4253023,26.0,8.280254777,7.0,7.0,7.25,7.125,3.92,2.1336,2.1717,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8738931,74.4253086,24.0,7.643312102,7.0,6.5,6.5,6.5,3.92,2.1336,1.9812,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8736843,74.425056,16.0,5.095541401,6.0,5.0,6.0,5.5,3.92,1.8288000000000002,1.6764000000000001,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8733325,74.4247024,19.0,6.050955414,7.0,5.0,5.0,5.0,3.92,2.1336,1.524,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.873328,74.4247043,20.0,6.369426752,5.0,5.5,5.6,5.55,3.92,1.524,1.69164,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8733522,74.4247141,19.0,6.050955414,6.5,5.0,6.0,5.5,3.92,1.9812,1.6764000000000001,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8733522,74.4247141,20.0,6.369426752,5.5,5.0,5.0,5.0,3.92,1.6764000000000001,1.524,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8734119,74.4247714,25.0,7.961783439,8.0,6.0,7.0,6.5,3.92,2.4384,1.9812,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.873439,74.4247786,25.0,7.961783439,8.0,6.0,7.0,6.5,3.92,2.4384,1.9812,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8735223,74.4248985,25.0,7.961783439,6.0,7.0,7.5,7.25,3.92,1.8288000000000002,2.2098,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8734611,74.4248013,25.0,7.961783439,8.0,5.8,5.9,5.85,3.92,2.4384,1.78308,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8734687,74.4248183,24.0,7.643312102,6.0,5.8,5.9,5.85,3.92,1.8288000000000002,1.78308,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.873478,74.4248235,26.0,8.280254777,6.0,5.5,6.0,5.75,3.92,1.8288000000000002,1.7526000000000002,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8735131,74.4248791,25.0,7.961783439,7.0,5.0,7.0,6.0,3.92,2.1336,1.8288000000000002,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8736126,74.4249346,26.0,8.280254777,8.0,5.9,6.0,5.95,3.92,2.4384,1.81356,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8736415,74.4249697,25.0,7.961783439,8.0,8.0,6.0,7.0,3.92,2.4384,2.1336,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8732985,74.4246258,20.0,6.369426752,6.0,5.0,6.0,5.5,3.92,1.8288000000000002,1.6764000000000001,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8733094,74.4246257,16.0,5.095541401,6.0,5.0,6.0,5.5,3.92,1.8288000000000002,1.6764000000000001,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8733094,74.4246257,20.0,6.369426752,6.0,5.5,6.0,5.75,3.92,1.8288000000000002,1.7526000000000002,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8733788,74.424703,19.0,6.050955414,7.0,6.0,5.0,5.5,3.92,2.1336,1.6764000000000001,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8734042,74.4247194,19.0,6.050955414,7.0,6.0,7.0,6.5,3.92,2.1336,1.9812,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8734582,74.4247903,21.0,6.687898089,8.0,6.0,5.5,5.75,3.92,2.4384,1.7526000000000002,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.873522,74.4248545,25.0,7.961783439,6.0,6.0,5.0,5.5,3.92,1.8288000000000002,1.6764000000000001,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.873537,74.4248762,6.0,1.910828025,6.5,5.0,5.0,5.0,3.92,1.9812,1.524,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8735381,74.4248802,20.0,6.369426752,6.0,6.0,5.0,5.5,3.92,1.8288000000000002,1.6764000000000001,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8735962,74.4249263,21.0,6.687898089,8.0,6.0,7.0,6.5,3.92,2.4384,1.9812,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8736292,74.4249646,26.0,8.280254777,7.0,5.0,6.0,5.5,3.92,2.1336,1.6764000000000001,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8736517,74.4249884,17.0,5.414012739,7.0,6.0,6.0,6.0,3.92,2.1336,1.8288000000000002,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8736547,74.4249908,25.0,7.961783439,8.0,7.0,6.0,6.5,3.92,2.4384,1.9812,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8737414,74.4250946,25.0,7.961783439,9.0,7.0,6.0,6.5,3.92,2.7432000000000003,1.9812,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8738419,74.4251553,25.0,7.961783439,6.0,5.0,5.0,5.0,3.92,1.8288000000000002,1.524,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8738183,74.4252183,20.0,6.369426752,8.0,6.0,5.0,5.5,3.92,2.4384,1.6764000000000001,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.873823,74.4252288,19.0,6.050955414,9.0,6.0,6.0,6.0,3.92,2.7432000000000003,1.8288000000000002,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.873833,74.4252411,25.0,7.961783439,8.0,6.0,7.0,6.5,3.92,2.4384,1.9812,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8738973,74.4253459,25.0,7.961783439,9.0,8.0,7.0,7.5,3.92,2.7432000000000003,2.286,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8739079,74.4253457,20.0,6.369426752,9.0,8.0,6.0,7.0,3.92,2.7432000000000003,2.1336,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8739089,74.425354,25.0,7.961783439,6.0,5.0,7.0,6.0,3.92,1.8288000000000002,1.8288000000000002,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8739259,74.425457,25.0,7.961783439,6.0,7.0,6.0,6.5,3.92,1.8288000000000002,1.9812,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8739607,74.4254425,25.0,7.961783439,8.0,6.0,7.0,6.5,3.92,2.4384,1.9812,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8739637,74.4254455,25.0,7.961783439,6.0,6.5,5.0,5.75,3.92,1.8288000000000002,1.7526000000000002,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8739847,74.4255159,27.0,8.598726115,6.0,8.0,5.0,6.5,3.92,1.8288000000000002,1.9812,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8740279,74.4255767,22.0,7.006369427,6.0,6.0,8.0,7.0,3.92,1.8288000000000002,2.1336,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8740591,74.4256218,25.0,7.961783439,6.0,6.0,5.0,5.5,3.92,1.8288000000000002,1.6764000000000001,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8740864,74.425623,23.0,7.324840764,6.0,6.0,5.0,5.5,3.92,1.8288000000000002,1.6764000000000001,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8740973,74.4256262,22.0,7.006369427,6.0,5.0,5.0,5.0,3.92,1.8288000000000002,1.524,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8741225,74.4256677,25.0,7.961783439,6.0,6.0,5.0,5.5,3.92,1.8288000000000002,1.6764000000000001,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8741451,74.4257062,25.0,7.961783439,6.0,5.0,6.0,5.5,3.92,1.8288000000000002,1.6764000000000001,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8732115,74.4245925,18.0,5.732484076,8.0,5.0,6.0,5.5,3.92,2.4384,1.6764000000000001,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8732323,74.4246138,16.0,5.095541401,6.0,5.0,6.0,5.5,3.92,1.8288000000000002,1.6764000000000001,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8732507,74.4246144,20.0,6.369426752,8.0,7.0,6.0,6.5,3.92,2.4384,1.9812,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8733079,74.4246165,25.0,7.961783439,7.0,6.0,6.0,6.0,3.92,2.1336,1.8288000000000002,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8733468,74.4246617,20.0,6.369426752,7.0,5.0,5.0,5.0,3.92,2.1336,1.524,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8731853,74.4245501,25.0,7.961783439,8.8,6.0,7.0,6.5,3.92,2.68224,1.9812,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8731828,74.4245491,16.0,5.095541401,6.0,4.0,5.0,4.5,3.92,1.8288000000000002,1.3716000000000002,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8733263,74.4246083,20.0,6.369426752,6.0,5.5,4.5,5.0,3.92,1.8288000000000002,1.524,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8733457,74.4246498,21.0,6.687898089,5.0,6.0,5.0,5.5,3.92,1.524,1.6764000000000001,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8733496,74.4246626,22.0,7.006369427,6.0,5.5,5.0,5.25,3.92,1.8288000000000002,1.6002,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.87341,74.4247304,25.0,7.961783439,6.5,5.0,6.0,5.5,3.92,1.9812,1.6764000000000001,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.873441,74.4247807,23.0,7.324840764,6.0,6.0,6.0,6.0,3.92,1.8288000000000002,1.8288000000000002,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8734817,74.4248,26.0,8.280254777,8.0,8.0,7.0,7.5,3.92,2.4384,2.286,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8735056,74.4248094,25.0,7.961783439,6.0,5.8,6.0,5.9,3.92,1.8288000000000002,1.7983200000000001,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8735163,74.4248146,25.0,7.961783439,6.0,5.0,5.5,5.25,3.92,1.8288000000000002,1.6002,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8735306,74.4248203,24.0,7.643312102,9.0,7.0,6.0,6.5,3.92,2.7432000000000003,1.9812,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8732632,74.4246654,15.0,4.777070064,4.5,5.0,4.0,4.5,3.92,1.3716000000000002,1.3716000000000002,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8732722,74.4246904,19.0,6.050955414,5.5,4.0,5.5,4.75,3.92,1.6764000000000001,1.4478,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8732877,74.4247075,20.0,6.369426752,6.0,5.0,4.0,4.5,3.92,1.8288000000000002,1.3716000000000002,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8733795,74.4247573,22.0,7.006369427,5.0,5.0,5.5,5.25,3.92,1.524,1.6002,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8733832,74.4248037,25.0,7.961783439,6.0,5.5,6.5,6.0,3.92,1.8288000000000002,1.8288000000000002,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8733907,74.4248132,20.0,6.369426752,6.0,5.0,6.0,5.5,3.92,1.8288000000000002,1.6764000000000001,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8734023,74.4248179,27.0,8.598726115,6.5,5.0,6.0,5.5,3.92,1.9812,1.6764000000000001,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8734495,74.4248436,23.0,7.324840764,8.0,6.0,6.5,6.25,3.92,2.4384,1.905,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8734715,74.4248529,20.0,6.369426752,6.0,5.5,5.0,5.25,3.92,1.8288000000000002,1.6002,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8734848,74.4248774,22.0,7.006369427,6.0,5.5,6.0,5.75,3.92,1.8288000000000002,1.7526000000000002,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8734874,74.4248785,25.0,7.961783439,6.5,5.0,6.5,5.75,3.92,1.9812,1.7526000000000002,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.873548,74.4249307,25.0,7.961783439,6.0,5.0,5.5,5.25,3.92,1.8288000000000002,1.6002,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.873646,74.4250227,25.0,7.961783439,6.0,5.0,5.5,5.25,3.92,1.8288000000000002,1.6002,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8736431,74.4250263,25.0,7.961783439,6.0,6.5,5.0,5.75,3.92,1.8288000000000002,1.7526000000000002,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8736664,74.4249887,25.0,7.961783439,6.8,5.8,6.0,5.9,3.92,2.0726400000000003,1.7983200000000001,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8736821,74.4250525,20.0,6.369426752,6.0,5.0,5.0,5.0,3.92,1.8288000000000002,1.524,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8732765,74.4247376,15.0,4.777070064,4.5,3.0,3.5,3.25,3.92,1.3716000000000002,0.9906,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8732803,74.4247389,16.0,5.095541401,4.0,4.5,4.0,4.25,3.92,1.2192,1.2954,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8733322,74.4247802,28.0,8.917197452,8.0,6.0,7.0,6.5,3.92,2.4384,1.9812,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.873422,74.4248127,30.0,9.554140127,6.0,5.0,5.0,5.0,3.92,1.8288000000000002,1.524,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8734578,74.4248816,25.0,7.961783439,6.0,5.0,5.5,5.25,3.92,1.8288000000000002,1.6002,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8734596,74.4248681,29.0,9.23566879,5.0,6.0,5.0,5.5,3.92,1.524,1.6764000000000001,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8734737,74.4249048,22.0,7.006369427,5.5,6.0,5.0,5.5,3.92,1.6764000000000001,1.6764000000000001,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8735313,74.4249232,24.0,7.643312102,6.0,6.5,5.0,5.75,3.92,1.8288000000000002,1.7526000000000002,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.87354,74.4249404,24.0,7.643312102,6.0,5.5,5.0,5.25,3.92,1.8288000000000002,1.6002,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8735404,74.4249404,23.0,7.324840764,5.5,6.0,5.5,5.75,3.92,1.6764000000000001,1.7526000000000002,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8736282,74.4249969,26.0,8.280254777,7.0,5.0,6.0,5.5,3.92,2.1336,1.6764000000000001,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8736345,74.4250323,27.0,8.598726115,5.5,5.0,5.0,5.0,3.92,1.6764000000000001,1.524,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8736754,74.4250785,20.0,6.369426752,6.0,6.0,5.0,5.5,3.92,1.8288000000000002,1.6764000000000001,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8736824,74.4250855,24.0,7.643312102,6.5,5.0,6.0,5.5,3.92,1.9812,1.6764000000000001,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8736824,74.4250855,22.0,7.006369427,6.0,6.0,5.0,5.5,3.92,1.8288000000000002,1.6764000000000001,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8737915,74.4251561,25.0,7.961783439,6.0,5.0,6.0,5.5,3.92,1.8288000000000002,1.6764000000000001,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8739085,74.4251401,20.0,6.369426752,6.0,5.5,5.0,5.25,3.92,1.8288000000000002,1.6002,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8738753,74.4251935,20.0,6.369426752,6.8,5.9,5.0,5.45,3.92,2.0726400000000003,1.6611600000000002,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8737778,74.4251021,22.0,7.006369427,6.0,5.5,5.3,5.4,3.92,1.8288000000000002,1.6459200000000003,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8737767,74.4251004,22.0,7.006369427,8.0,6.0,7.0,6.5,3.92,2.4384,1.9812,1.0
Ahmednagar,Parner,March 2024,2019.0,Fruit,Orange,18.9064856,74.4316489,40.0,12.7388535,13.0,8.0,7.0,7.5,4.92,3.9624,2.286,1.0
Ahmednagar,Parner,March 2024,2019.0,Fruit,Orange,18.9064856,74.4316489,25.0,7.961783439,10.0,6.0,5.0,5.5,4.92,3.048,1.6764000000000001,1.0
Ahmednagar,Parner,March 2024,2019.0,Fruit,Orange,18.9064769,74.4317175,30.0,9.554140127,10.0,5.5,6.0,5.75,4.92,3.048,1.7526000000000002,1.0
Ahmednagar,Parner,March 2024,2019.0,Fruit,Orange,18.9064772,74.4317198,19.0,6.050955414,9.0,4.0,5.0,4.5,4.92,2.7432000000000003,1.3716000000000002,1.0
Ahmednagar,Parner,March 2024,2019.0,Fruit,Orange,18.9064939,74.4317742,30.0,9.554140127,9.5,6.5,7.0,6.75,4.92,2.8956,2.0574,1.0
Ahmednagar,Parner,March 2024,2019.0,Fruit,Orange,18.9064881,74.4317834,30.0,9.554140127,13.0,8.0,6.0,7.0,4.92,3.9624,2.1336,1.0
Ahmednagar,Parner,March 2024,2019.0,Fruit,Orange,18.9064881,74.4317834,28.0,8.917197452,8.0,6.0,7.0,6.5,4.92,2.4384,1.9812,1.0
Ahmednagar,Parner,March 2024,2019.0,Fruit,Orange,18.9064951,74.4318129,30.0,9.554140127,9.0,6.5,7.0,6.75,4.92,2.7432000000000003,2.0574,1.0
Ahmednagar,Parner,March 2024,2019.0,Fruit,Orange,18.9064979,74.4318424,30.0,9.554140127,8.0,6.0,7.0,6.5,4.92,2.4384,1.9812,1.0
Ahmednagar,Parner,March 2024,2019.0,Fruit,Orange,18.9065018,74.431923,31.0,9.872611465,10.0,6.0,7.0,6.5,4.92,3.048,1.9812,1.0
Ahmednagar,Parner,March 2024,2019.0,Fruit,Orange,18.9065028,74.4319296,32.0,10.1910828,10.0,8.0,7.0,7.5,4.92,3.048,2.286,1.0
Ahmednagar,Parner,March 2024,2019.0,Fruit,Orange,18.906451,74.4321187,22.0,7.006369427,9.0,7.0,6.0,6.5,4.92,2.7432000000000003,1.9812,1.0
Ahmednagar,Parner,March 2024,2019.0,Fruit,Orange,18.9064843,74.4321296,35.0,11.14649682,13.0,10.0,8.0,9.0,4.92,3.9624,2.7432000000000003,1.0
